timestamp,pool_hashrate,network_hashrate,network_height,pool_blocks_found,last_block_found,last_template_fetched,round_hashrate,round_hashes,payment_threshold,pool_fee,pool_port,pool_ssl_port,allow_self_select,connected_miners
2025-05-18 08:37:43,54315312,5026527975,3414268,3,1747468615,1747557459,0,1557844080000,0,0,4242,0,1,1
2025-05-18 08:37:45,54315312,5026527975,3414268,3,1747468615,1747557459,0,1558044080000,0,0,4242,0,1,1
2025-05-18 08:37:46,54315312,5026527975,3414268,3,1747468615,1747557459,0,1558094080000,0,0,4242,0,1,1
2025-05-18 08:37:48,54315312,5026527975,3414268,3,1747468615,1747557459,0,1558134080000,0,0,4242,0,1,1
2025-05-18 08:37:49,56287607,5044317861,3414269,3,1747468615,1747557469,0,1558204080000,0,0,4242,0,1,1
2025-05-18 08:37:51,56287607,5044317861,3414269,3,1747468615,1747557469,0,1558294080000,0,0,4242,0,1,1
2025-05-18 08:37:53,56287607,5044317861,3414269,3,1747468615,1747557469,0,1558464080000,0,0,4242,0,1,1
2025-05-18 08:37:54,56287607,5044317861,3414269,3,1747468615,1747557469,0,1558624080000,0,0,4242,0,1,1
2025-05-18 08:37:56,56287607,5044317861,3414269,3,1747468615,1747557469,0,1558774080000,0,0,4242,0,1,1
2025-05-18 08:37:57,56287607,5044317861,3414269,3,1747468615,1747557469,0,1558904080000,0,0,4242,0,1,1
2025-05-18 08:37:59,56287607,5044317861,3414269,3,1747468615,1747557469,0,1559014080000,0,0,4242,0,1,1
2025-05-18 08:38:01,57571290,5044317861,3414269,3,1747468615,1747557479,0,1559074080000,0,0,4242,0,1,1
2025-05-18 08:38:02,57571290,5044317861,3414269,3,1747468615,1747557479,0,1559234080000,0,0,4242,0,1,1
2025-05-18 08:38:04,57571290,5044317861,3414269,3,1747468615,1747557479,0,1559324080000,0,0,4242,0,1,1
2025-05-18 08:38:05,57571290,5044317861,3414269,3,1747468615,1747557479,0,1559474080000,0,0,4242,0,1,1
2025-05-18 08:38:07,57571290,5044317861,3414269,3,1747468615,1747557479,0,1559624080000,0,0,4242,0,1,1
